gar_bro_id,date,gmw_bro_id,nitg_code,tube_number,screen_top_m_nap,screen_bottom_m_nap,ground_level_m_nap,screen_depth_below_ground_m,NO3_mgL,NO3_limit,NH4_mgL,NH4_limit,NO2_mgL,NO2_limit,Cl_mgL,SO4_mgL
GAR000000005159,1990-11-05,GMW000000037720,B21A0038,6,-245.01,-246.01,0.84,246.85,0.0045,LT,5.13,,0.006,LT,12.2,783
GAR000000005160,1996-11-26,GMW000000037720,B21A0038,6,-245.01,-246.01,0.84,246.85,0.11,LT,5.05,,0.003,LT,8.5,750
GAR000000005161,2003-01-28,GMW000000037720,B21A0038,6,-245.01,-246.01,0.84,246.85,0.11,LT,5.13,,0.006,LT,10,720
GAR000000005162,2015-10-29,GMW000000037720,B21A0038,6,-245.01,-246.01,0.84,246.85,0.05,LT,4.6,,0.01,LT,26,780
GAR000000004783,1990-10-24,GMW000000037678,B15H0031,6,-243.1,-245.1,-3.05,242.05,0.0045,LT,4.12,,0.006,LT,4.2,921
GAR000000004784,1996-10-28,GMW000000037678,B15H0031,6,-243.1,-245.1,-3.05,242.05,0.11,LT,5.83,,0.003,,2.7,1000
GAR000000004785,2015-10-28,GMW000000037678,B15H0031,6,-243.1,-245.1,-3.05,242.05,0.05,LT,5.1,,0.01,LT,5,990
GAR000000003902,1997-10-03,GMW000000011634,B26F0194,7,-240.39,-242.39,1.9,244.29,0.11,LT,0.38,,0.006,LT,1.2,9
GAR000000003903,2015-10-16,GMW000000011634,B26F0194,7,-240.39,-242.39,1.9,244.29,0.05,LT,0.1,,0.01,LT,5,7.7
GAR000000065401,2024-10-01,GMW000000011634,B26F0194,7,-240.39,-242.39,1.9,244.29,0.22,,0.25,,0.01,LT,144.87,6.28
GAR000000004400,1996-11-28,GMW000000011627,B26C0404,7,-235.75,-236.75,-3.47,233.28,0.49,,0.63,,0.003,LT,1.5,590
GAR000000004312,1994-11-28,GMW000000037610,B26B0109,5,-235.18,-236.18,-4.2,231.98,0.09,,0.46,,0.01,LT,4.8,20
GAR000000004313,1998-11-11,GMW000000037610,B26B0109,5,-235.18,-236.18,-4.2,231.98,0.11,LT,0.47,,0.006,LT,1.5,20
GAR000000050597,2021-12-09,GMW000000041678,B10G0016,6,-235.16,-236.16,0.26,236.42,0.12,,3.32,,0.01,LT,9.03,307.37
GAR000000064705,2024-10-11,GMW000000041678,B10G0016,6,-235.16,-236.16,0.26,236.42,0.05,LT,3.31,,0.01,LT,15.34,298.76
GAR000000003932,1962-12-17,GMW000000037689,B26G0050,5,-233.77,-234.77,3.13,237.9,0.0045,LT,0.65,,0.006,LT,,42
GAR000000003933,1975-01-16,GMW000000037689,B26G0050,5,-233.77,-234.77,3.13,237.9,,,0.08,,,,,12
GAR000000003934,1997-10-07,GMW000000037689,B26G0050,5,-233.77,-234.77,3.13,237.9,0.18,,0.52,,0.006,LT,0.8,9
GAR000000004562,1956-08-17,GMW000000037668,B26E0003,5,-227.04,-228.04,2.69,230.73,0.0045,LT,2.1,,0.006,LT,,2122
GAR000000004563,1965-11-30,GMW000000037668,B26E0003,5,-227.04,-228.04,2.69,230.73,,,2.25,,0.006,LT,,2100
GAR000000004564,1969-06-24,GMW000000037668,B26E0003,5,-227.04,-228.04,2.69,230.73,,,2.25,,0.006,LT,,2016
GAR000000004565,1997-10-07,GMW000000037668,B26E0003,5,-227.04,-228.04,2.69,230.73,0.11,LT,0.03,LT,0.006,LT,0.5,9
GAR000000005261,1997-09-19,GMW000000011642,B21B0263,8,-223.52,-225.52,-0.52,225.0,0.11,LT,4.35,,0.006,LT,11,410
GAR000000004728,1958-10-06,GMW000000037739,B15H0002,5,-223.05,-224.05,-4.17,219.88,,,9.8,,,,,
GAR000000003930,1962-12-17,GMW000000037689,B26G0050,4,-217.77,-218.77,3.13,221.9,0.0045,LT,0.49,,,,,17
GAR000000003931,1997-10-07,GMW000000037689,B26G0050,4,-217.77,-218.77,3.13,221.9,0.11,LT,0.4,,0.006,LT,0.8,8
GAR000000050506,2021-12-06,GMW000000041678,B10G0016,5,-217.13,-218.13,0.26,218.39,0.05,LT,2.6,,0.01,LT,5.2,73.2
GAR000000064704,2024-10-11,GMW000000041678,B10G0016,5,-217.13,-218.13,0.26,218.39,0.05,LT,2.47,,0.01,LT,7.55,73.02
GAR000000005347,1997-09-19,GMW000000011600,B21C0171,6,-207.8,-209.8,0.05,209.85,0.11,LT,2.8,,0.006,LT,5.2,220
GAR000000005348,2003-01-15,GMW000000011600,B21C0171,6,-207.8,-209.8,0.05,209.85,0.11,LT,1.32,,0.006,LT,0.9,215
GAR000000054661,2017-11-23,GMW000000004917,B55A0340,1,-152.59,-205.99,1.16,207.15,0.05,LT,0.46,,0.01,LT,9.4,360
GAR000000054779,2006-01-01,GMW000000004917,B55A0340,1,-152.59,-205.99,1.16,207.15,0.22,LT,0.21,,0.03,,,87
GAR000000055041,2007-12-20,GMW000000004917,B55A0340,1,-152.59,-205.99,1.16,207.15,0.7,,0.06,LT,0.03,LT,,91
GAR000000055376,1995-10-11,GMW000000004917,B55A0340,1,-152.59,-205.99,1.16,207.15,0.24,,1.77,,0.09,,,2646
GAR000000055388,2016-03-10,GMW000000004917,B55A0340,1,-152.59,-205.99,1.16,207.15,0.39,,1.29,,0.03,,,120
GAR000000067594,2022-03-24,GMW000000004917,B55A0340,1,-152.59,-205.99,1.16,207.15,0.05,LT,0.42,,0.01,LT,4.88,248.18
GAR000000004556,1956-08-16,GMW000000037668,B26E0003,4,-198.04,-199.04,2.69,201.73,0.0045,LT,0.73,,0.006,LT,,468
GAR000000004557,1961-02-10,GMW000000037668,B26E0003,4,-198.04,-199.04,2.69,201.73,0.0045,LT,0.46,,,,,10
GAR000000004558,1965-11-30,GMW000000037668,B26E0003,4,-198.04,-199.04,2.69,201.73,,,0.24,,0.006,LT,,10
GAR000000004559,1969-06-25,GMW000000037668,B26E0003,4,-198.04,-199.04,2.69,201.73,0.0045,LT,0.15,,0.006,LT,,11
GAR000000004560,1969-06-24,GMW000000037668,B26E0003,4,-198.04,-199.04,2.69,201.73,0.0045,LT,0.19,,0.006,LT,,10
GAR000000004561,1997-10-07,GMW000000037668,B26E0003,4,-198.04,-199.04,2.69,201.73,0.11,LT,0.31,,0.006,LT,1.6,52
GAR000000004128,1951-08-01,GMW000000037630,B26F0001,3,-197.12,-198.12,-3.02,195.1,,,,,,,,1280
GAR000000004129,1951-02-19,GMW000000037630,B26F0001,3,-197.12,-198.12,-3.02,195.1,,,1.78,,0.006,LT,,1140
GAR000000004130,1963-04-19,GMW000000037630,B26F0001,3,-197.12,-198.12,-3.02,195.1,,,1.08,,0.006,LT,,1240
GAR000000004131,1965-11-09,GMW000000037630,B26F0001,3,-197.12,-198.12,-3.02,195.1,,,0.85,,,,,1250
GAR000000004132,1980-09-11,GMW000000037630,B26F0001,3,-197.12,-198.12,-3.02,195.1,0.02,LT,0.85,,0.006,LT,,2400
GAR000000004133,1997-10-03,GMW000000037630,B26F0001,3,-197.12,-198.12,-3.02,195.1,0.45,,0.93,,0.006,LT,1.3,2600
GAR000000005260,1997-09-19,GMW000000011642,B21B0263,7,-195.52,-197.52,-0.52,197.0,0.11,LT,4.82,,0.006,LT,11,92
GAR000000005345,1997-09-19,GMW000000011600,B21C0171,5,-190.72,-192.72,0.05,192.77,0.11,LT,8.55,,0.006,LT,16,215
GAR000000005346,2015-10-22,GMW000000011600,B21C0171,5,-190.72,-192.72,0.05,192.77,0.05,,0.99,,0.01,LT,5,54
GAR000000003900,1997-10-03,GMW000000011634,B26F0194,6,-190.32,-192.32,1.9,194.22,0.11,LT,0.03,LT,0.006,LT,0.5,10
GAR000000003901,2018-12-04,GMW000000011634,B26F0194,6,-190.32,-192.32,1.9,194.22,0.05,LT,0.15,,0.01,LT,5,7.3
GAR000000004551,1956-08-16,GMW000000037668,B26E0003,3,-191.04,-192.04,2.69,194.73,0.0045,LT,0.2,,0.006,LT,,12
GAR000000004552,1961-02-10,GMW000000037668,B26E0003,3,-191.04,-192.04,2.69,194.73,0.0045,LT,0.28,,,,,10
GAR000000004553,1965-11-30,GMW000000037668,B26E0003,3,-191.04,-192.04,2.69,194.73,,,0.21,,0.006,LT,,10
GAR000000004554,1969-06-25,GMW000000037668,B26E0003,3,-191.04,-192.04,2.69,194.73,0.0045,LT,0.15,,0.006,LT,,11
GAR000000004555,1997-10-07,GMW000000037668,B26E0003,3,-191.04,-192.04,2.69,194.73,0.11,LT,0.03,LT,0.006,LT,0.5,9
GAR000000004780,1996-10-28,GMW000000037678,B15H0031,4,-189.12,-191.12,-3.05,188.07,0.11,LT,2.41,,0.006,,5.2,92
GAR000000004781,2003-01-22,GMW000000037678,B15H0031,4,-189.12,-191.12,-3.05,188.07,0.11,LT,2.17,,0.006,LT,4.4,94
GAR000000004782,2015-10-28,GMW000000037678,B15H0031,4,-189.12,-191.12,-3.05,188.07,0.05,LT,1.8,,0.01,LT,5,97
GAR000000051470,2022-03-30,GMW000000004883,B48C0196,1,-119.21,-189.21,-2.21,187.0,0.05,LT,1.2,,0.01,LT,2.64,1914.94
GAR000000056068,2008-01-22,GMW000000004883,B48C0196,1,-119.21,-189.21,-2.21,187.0,,,,,,,,1832
GAR000000056158,2016-02-29,GMW000000004883,B48C0196,1,-119.21,-189.21,-2.21,187.0,0.26,,1.42,,0.06,,,1600
GAR000000056302,1995-11-15,GMW000000004883,B48C0196,1,-119.21,-189.21,-2.21,187.0,0.23,,1.43,,0.01,LT,,1977
GAR000000056604,2017-11-24,GMW000000004883,B48C0196,1,-119.21,-189.21,-2.21,187.0,0.05,LT,1.2,,0.01,,5,2600
GAR000000004399,1996-11-28,GMW000000011627,B26C0404,6,-185.75,-186.75,-3.47,183.28,1.22,,1.16,,0.003,LT,1.8,3300
GAR000000003924,1955-11-08,GMW000000037639,B26G0002,5,-183.38,-184.6,2.8,187.4,,,0.03,,0.006,LT,,31
GAR000000005458,1994-11-29,GMW000000011636,B26A0244,6,-182.5,-183.5,-4.63,178.87,0.01,LT,3.81,,0.01,LT,4.2,4930
GAR000000005459,1998-10-28,GMW000000011636,B26A0244,6,-182.5,-183.5,-4.63,178.87,0.11,LT,4.97,,0.006,LT,1.9,4900
GAR000000003927,1962-12-17,GMW000000037689,B26G0050,2,-180.76,-181.76,3.13,184.89,0.0045,LT,0.2,,0.006,LT,,11
GAR000000003928,1966-05-18,GMW000000037689,B26G0050,2,-180.76,-181.76,3.13,184.89,,,0.03,,,,,11
GAR000000003929,1997-10-07,GMW000000037689,B26G0050,2,-180.76,-181.76,3.13,184.89,0.11,LT,0.03,LT,0.006,LT,0.5,12
GAR000000051488,2022-03-25,GMW000000004899,B54E0285,1,-110.07,-171.17,1.23,172.4,0.05,LT,1.06,,0.01,LT,2.15,1908.82
GAR000000056764,1995-10-26,GMW000000004899,B54E0285,1,-110.07,-171.17,1.23,172.4,0.65,,2.03,,0.09,,,1925
GAR000000056910,2007-12-19,GMW000000004899,B54E0285,1,-110.07,-171.17,1.23,172.4,0.22,LT,1.29,,0.03,LT,,1900
GAR000000057304,2017-11-24,GMW000000004899,B54E0285,1,-110.07,-171.17,1.23,172.4,0.05,LT,0.98,,0.01,LT,6.2,2600
GAR000000057361,2006-01-01,GMW000000004899,B54E0285,1,-110.07,-171.17,1.23,172.4,0.61,,1.23,,0.03,,,6600
GAR000000057535,2016-02-29,GMW000000004899,B54E0285,1,-110.07,-171.17,1.23,172.4,0.26,,1.29,,0.06,,,1700
GAR000000005257,1997-09-19,GMW000000011642,B21B0263,6,-168.52,-170.52,-0.52,170.0,0.11,LT,4.59,,0.006,LT,9.6,590
GAR000000005258,2015-10-30,GMW000000011642,B21B0263,6,-168.52,-170.52,-0.52,170.0,0.05,LT,2.8,,0.01,LT,10,860
GAR000000005259,2019-01-30,GMW000000011642,B21B0263,6,-168.52,-170.52,-0.52,170.0,0.05,LT,8.8,,0.01,LT,13,60
GAR000000004396,1996-11-28,GMW000000011627,B26C0404,5,-165.75,-166.75,-3.47,163.28,0.11,LT,0.54,,0.003,LT,2.2,1300
GAR000000004397,2015-10-09,GMW000000011627,B26C0404,5,-165.75,-166.75,-3.47,163.28,0.05,LT,0.63,,0.02,,6.1,2900
GAR000000004398,2018-12-20,GMW000000011627,B26C0404,5,-165.75,-166.75,-3.47,163.28,0.05,LT,0.57,,0.01,,9.9,2800
GAR000000065369,2024-09-19,GMW000000011627,B26C0404,5,-165.75,-166.75,-3.47,163.28,0.05,LT,0.63,,0.01,LT,170.49,3433.04
GAR000000050613,2021-12-06,GMW000000041678,B10G0016,4,-162.42,-164.42,0.26,164.68,0.05,LT,8.13,,0.01,LT,5.79,2529.23
GAR000000064703,2024-10-11,GMW000000041678,B10G0016,4,-162.42,-164.42,0.26,164.68,0.22,,7.89,,0.01,LT,9.69,2469.79
GAR000000004827,1994-11-14,GMW000000037681,B15H0055,4,-162.21,-163.21,-4.17,159.04,0.01,LT,5.52,,0.01,LT,11,1060
GAR000000004828,1996-10-30,GMW000000037681,B15H0055,4,-162.21,-163.21,-4.17,159.04,0.11,LT,3.18,,0.003,,5.9,1300
GAR000000004727,1958-09-11,GMW000000037739,B15H0002,4,-162.04,-163.04,-4.17,158.87,,,6.06,,,,,
GAR000000004538,2015-10-06,GMW000000011606,B26D0109,4,-154.74,-156.74,-3.0,153.74,0.05,LT,0.19,,0.01,,11,10
GAR000000003899,1997-10-03,GMW000000011634,B26F0194,5,-155.31,-156.31,1.9,158.21,0.11,LT,0.1,,0.0091,,3.4,170
GAR000000005152,1937-02-18,GMW000000037720,B21A0038,5,-153.08,-154.08,0.84,154.92,,,,,,,,2269
GAR000000005153,1985-09-04,GMW000000037720,B21A0038,5,-153.08,-154.08,0.84,154.92,0.02,LT,2.33,,0.006,LT,,3450
GAR000000005154,1990-11-05,GMW000000037720,B21A0038,5,-153.08,-154.08,0.84,154.92,0.0045,LT,3.34,,0.006,LT,4.1,2482
GAR000000005155,1996-11-26,GMW000000037720,B21A0038,5,-153.08,-154.08,0.84,154.92,0.11,LT,3.65,,0.003,LT,4.5,2600
GAR000000005156,2015-10-29,GMW000000037720,B21A0038,5,-153.08,-154.08,0.84,154.92,0.05,LT,3.4,,0.01,LT,9.5,3000
GAR000000005456,1994-11-29,GMW000000011636,B26A0244,5,-152.48,-153.48,-4.63,148.85,0.01,LT,0.73,,0.01,LT,3.6,425
GAR000000005457,1998-10-28,GMW000000011636,B26A0244,5,-152.48,-153.48,-4.63,148.85,0.11,LT,1.01,,0.006,LT,1,420
GAR000000062070,1967-10-24,GMW000000022797,B49D0048,5,-152.45,-153.45,2.97,156.42,,,,,,,,
GAR000000062105,1967-10-24,GMW000000022797,B49D0048,5,-152.45,-153.45,2.97,156.42,,,,,,,,
GAR000000005344,1997-09-19,GMW000000011600,B21C0171,4,-150.66,-152.66,0.05,152.71,0.11,LT,5.91,,0.006,LT,10,210
GAR000000004914,2015-10-29,GMW000000011641,B16D0085,4,-150.2,-151.2,-0.5,150.7,0.05,LT,0.88,,0.01,LT,9.8,37
