gar_bro_id,well,tube,date,NO3,NO3_uom,NO2,NO2_uom,NH4,NH4_uom,Ntot,Ntot_uom,PO4,PO4_uom,Ptot,Ptot_uom,Cl,Cl_uom,SO4,SO4_uom,HCO3,HCO3_uom,Ca,Ca_uom,Mg,Mg_uom,Na,Na_uom,K,K_uom,Fe,Fe_uom,Mn,Mn_uom
GAR000000064395,GMW000000050005,2,2024-10-02T06:43:12+02:00,0.05,mg/l,0.01,mg/l,0.18,mg/l,,,0.01,mg/l,0.09,mg/l,54.1,mg/l,7.65,mg/l,277.61,mg/l,83.16,mg/l,6.29,mg/l,29.35,mg/l,8.13,mg/l,1286.62,ug/l,1386.08,ug/l
GAR000000064397,GMW000000050005,4,2024-10-02T06:43:12+02:00,0.05,mg/l,0.01,mg/l,0.85,mg/l,,,0.01,mg/l,0.32,mg/l,43.39,mg/l,64.73,mg/l,241.98,mg/l,105.2,mg/l,6.8,mg/l,14.21,mg/l,1.94,mg/l,14716.98,ug/l,290.62,ug/l
GAR000000064417,GMW000000050005,1,2024-10-02T06:43:12+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000065329,GMW000000011591,2,2024-10-02T12:00:00+02:00,0.19,mg/l,0.01,mg/l,7.74,mg/l,,,0.01,mg/l,0.18,mg/l,477.53,mg/l,1.51,mg/l,397.59,mg/l,144.98,mg/l,11.76,mg/l,261.52,mg/l,4.08,mg/l,23094.04,ug/l,1181.12,ug/l
GAR000000065354,GMW000000011600,1,2024-10-02T12:00:00+02:00,0.05,mg/l,0.01,mg/l,12.16,mg/l,,,0.49,mg/l,0.55,mg/l,116.71,mg/l,1,mg/l,346.66,mg/l,63.5,mg/l,17.13,mg/l,86.11,mg/l,5.88,mg/l,4277.88,ug/l,696.85,ug/l
GAR000000065356,GMW000000011600,3,2024-10-02T12:00:00+02:00,1,mg/l,0.01,mg/l,3.68,mg/l,,,0.01,mg/l,0.22,mg/l,513.46,mg/l,1.46,mg/l,514.59,mg/l,195.27,mg/l,22.65,mg/l,261.76,mg/l,5.47,mg/l,15277.61,ug/l,838.26,ug/l
GAR000000064845,GMW000000017637,4,2024-10-02T12:00:00+02:00,0.11,mg/l,0.01,mg/l,2.78,mg/l,,,0.01,mg/l,2.28,mg/l,221.93,mg/l,49.09,mg/l,438.16,mg/l,143.78,mg/l,10.27,mg/l,134.17,mg/l,9.74,mg/l,7936.45,ug/l,776.14,ug/l
GAR000000064908,GMW000000017648,2,2024-10-02T12:00:00+02:00,0.14,mg/l,0.01,mg/l,2.7,mg/l,,,0.09,mg/l,0.84,mg/l,57.52,mg/l,126.09,mg/l,353.19,mg/l,133.87,mg/l,10.51,mg/l,47.33,mg/l,10.73,mg/l,2048.81,ug/l,621.55,ug/l
GAR000000065323,GMW000000037635,1,2024-10-02T12:00:00+02:00,0.19,mg/l,0.01,mg/l,10.95,mg/l,,,0.01,mg/l,0.18,mg/l,1123.01,mg/l,1,mg/l,587.91,mg/l,294.11,mg/l,21.05,mg/l,550.87,mg/l,5.66,mg/l,39882.91,ug/l,1048.9,ug/l
GAR000000064451,GMW000000038642,1,2024-10-03T06:57:36+02:00,3.24,mg/l,0.01,mg/l,0.02,mg/l,,,0.01,mg/l,0.08,mg/l,15.33,mg/l,23.56,mg/l,52.94,mg/l,15.31,mg/l,5.27,mg/l,9.75,mg/l,14.81,mg/l,20,ug/l,104.56,ug/l
GAR000000064383,GMW000000049996,1,2024-10-03T06:57:36+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000064385,GMW000000049996,2,2024-10-03T06:57:36+02:00,0.05,mg/l,0.01,mg/l,0.06,mg/l,,,0.01,mg/l,0.63,mg/l,30.35,mg/l,116.58,mg/l,166.83,mg/l,70.26,mg/l,7.9,mg/l,17.26,mg/l,2.58,mg/l,23119.85,ug/l,497.73,ug/l
GAR000000064449,GMW000000049996,4,2024-10-03T06:57:36+02:00,0.05,mg/l,0.01,mg/l,0.36,mg/l,,,0.01,mg/l,0.23,mg/l,29.93,mg/l,67.9,mg/l,61.97,mg/l,38.63,mg/l,3.92,mg/l,10.32,mg/l,2.75,mg/l,18271.91,ug/l,658.48,ug/l
GAR000000064635,GMW000000041481,1,2024-10-03T12:00:00+02:00,0.05,mg/l,0.01,mg/l,0.05,mg/l,,,0.02,mg/l,0.09,mg/l,41.09,mg/l,13.15,mg/l,216.24,mg/l,72.26,mg/l,6.75,mg/l,18.4,mg/l,1.64,mg/l,1718.23,ug/l,309.95,ug/l
GAR000000064637,GMW000000041482,1,2024-10-03T12:00:00+02:00,0.05,mg/l,0.01,mg/l,0.14,mg/l,,,0.24,mg/l,0.26,mg/l,31.09,mg/l,34.91,mg/l,246.07,mg/l,77.01,mg/l,10.8,mg/l,17.4,mg/l,7.91,mg/l,150.25,ug/l,57.33,ug/l
GAR000000064639,GMW000000041482,3,2024-10-03T12:00:00+02:00,0.05,mg/l,0.01,mg/l,1.49,mg/l,,,2.51,mg/l,2.59,mg/l,246.59,mg/l,1.88,mg/l,688.08,mg/l,14.28,mg/l,19.53,mg/l,346.5,mg/l,22.85,mg/l,131.74,ug/l,73.22,ug/l
GAR000000064630,GMW000000061743,2,2024-10-03T12:00:00+02:00,0.08,mg/l,0.01,mg/l,0.53,mg/l,,,0.05,mg/l,0.22,mg/l,36.37,mg/l,1.08,mg/l,277.85,mg/l,67.61,mg/l,11.75,mg/l,18.88,mg/l,6.7,mg/l,1844.84,ug/l,149.08,ug/l
GAR000000064625,GMW000000083502,3,2024-10-03T12:00:00+02:00,0.13,mg/l,0.01,mg/l,0.58,mg/l,,,0.06,mg/l,0.2,mg/l,115.08,mg/l,15.4,mg/l,307.01,mg/l,94.94,mg/l,12.25,mg/l,61.36,mg/l,4.41,mg/l,1715.74,ug/l,367.79,ug/l
GAR000000066967,GMW000000015393,1,2024-10-04T12:00:00+02:00,0.14,mg/l,0.01,mg/l,46.86,mg/l,,,0.01,mg/l,4.35,mg/l,1511.27,mg/l,1,mg/l,2076.98,mg/l,162.07,mg/l,103.12,mg/l,1267.63,mg/l,49.17,mg/l,15569.75,ug/l,763.94,ug/l
GAR000000066969,GMW000000015514,2,2024-10-04T12:00:00+02:00,0.1,mg/l,0.01,mg/l,10.25,mg/l,,,0.01,mg/l,1.02,mg/l,2520.87,mg/l,1,mg/l,814.41,mg/l,384.28,mg/l,105.71,mg/l,1344.19,mg/l,16.55,mg/l,14093.1,ug/l,755.94,ug/l
GAR000000064843,GMW000000017637,1,2024-10-04T12:00:00+02:00,0.05,mg/l,0.01,mg/l,6.48,mg/l,,,0.06,mg/l,5.25,mg/l,105.47,mg/l,28.85,mg/l,365.69,mg/l,101.97,mg/l,7.45,mg/l,69.61,mg/l,8.15,mg/l,14788.63,ug/l,3645.14,ug/l
GAR000000064633,GMW000000038530,3,2024-10-04T12:00:00+02:00,0.34,mg/l,0.01,mg/l,0.02,mg/l,,,0.14,mg/l,0.2,mg/l,76.56,mg/l,32.73,mg/l,229.42,mg/l,62.11,mg/l,6.75,mg/l,65.17,mg/l,2.2,mg/l,20,ug/l,1,ug/l
GAR000000064627,GMW000000083466,2,2024-10-04T12:00:00+02:00,0.05,mg/l,0.01,mg/l,0.15,mg/l,,,0.16,mg/l,0.24,mg/l,46.06,mg/l,17.28,mg/l,244,mg/l,74.81,mg/l,7.33,mg/l,25.88,mg/l,2.65,mg/l,259.43,ug/l,84.02,ug/l
GAR000000064614,GMW000000041473,1,2024-10-05T12:00:00+02:00,1.91,mg/l,0.01,mg/l,0.18,mg/l,,,0.11,mg/l,0.14,mg/l,177.57,mg/l,9.28,mg/l,338.48,mg/l,113.88,mg/l,17.86,mg/l,85.61,mg/l,3.54,mg/l,5352.08,ug/l,399.17,ug/l
GAR000000064612,GMW000000060470,1,2024-10-05T12:00:00+02:00,0.05,mg/l,0.01,mg/l,0.4,mg/l,,,0.16,mg/l,0.19,mg/l,140.72,mg/l,18.97,mg/l,166.04,mg/l,62.74,mg/l,6.12,mg/l,80.05,mg/l,1.57,mg/l,208.26,ug/l,199.87,ug/l
GAR000000064620,GMW000000083501,1,2024-10-05T12:00:00+02:00,0.27,mg/l,0.01,mg/l,0.02,mg/l,,,0.01,mg/l,0.02,mg/l,22.99,mg/l,7.25,mg/l,229.84,mg/l,58.1,mg/l,7.76,mg/l,23.83,mg/l,1.46,mg/l,20,ug/l,1,ug/l
GAR000000064622,GMW000000083507,1,2024-10-05T12:00:00+02:00,0.05,mg/l,0.01,mg/l,0.26,mg/l,,,0.28,mg/l,0.3,mg/l,816.16,mg/l,101.11,mg/l,404,mg/l,89.51,mg/l,54.09,mg/l,545.44,mg/l,11.46,mg/l,145.78,ug/l,38.64,ug/l
GAR000000064618,GMW000000041475,2,2024-10-06T12:00:00+02:00,0.05,mg/l,0.01,mg/l,2.49,mg/l,,,0.65,mg/l,0.66,mg/l,90.89,mg/l,69.31,mg/l,351.54,mg/l,95.92,mg/l,9.32,mg/l,86.53,mg/l,28.41,mg/l,5881.52,ug/l,175.38,ug/l
GAR000000064616,GMW000000105628,1,2024-10-06T12:00:00+02:00,0.41,mg/l,0.02,mg/l,0.02,mg/l,,,0.02,mg/l,0.04,mg/l,12.44,mg/l,5.61,mg/l,37.14,mg/l,7.78,mg/l,2.03,mg/l,11.82,mg/l,1.12,mg/l,127.43,ug/l,2.25,ug/l
GAR000000064454,GMW000000050010,1,2024-10-07T06:57:36+02:00,0.05,mg/l,0.01,mg/l,0.11,mg/l,,,0.01,mg/l,0.04,mg/l,64.84,mg/l,5.59,mg/l,72.52,mg/l,6.2,mg/l,0.31,mg/l,66.54,mg/l,2.06,mg/l,2864.32,ug/l,11.92,ug/l
GAR000000064456,GMW000000050010,2,2024-10-07T06:57:36+02:00,0.1,mg/l,0.01,mg/l,0.4,mg/l,,,0.01,mg/l,1.8,mg/l,34.64,mg/l,24.5,mg/l,77.47,mg/l,23.12,mg/l,3.04,mg/l,11.32,mg/l,3.62,mg/l,28569.94,ug/l,264.26,ug/l
GAR000000064415,GMW000000038782,3,2024-10-07T10:19:12+02:00,0.07,mg/l,0.01,mg/l,0.7,mg/l,,,0.01,mg/l,0.23,mg/l,61.94,mg/l,66.46,mg/l,111.63,mg/l,51.09,mg/l,6.42,mg/l,32.56,mg/l,6.51,mg/l,16408.34,ug/l,579.77,ug/l
GAR000000066966,GMW000000015217,1,2024-10-07T12:00:00+02:00,0.07,mg/l,0.01,mg/l,55.2,mg/l,,,4.13,mg/l,11.12,mg/l,1793.84,mg/l,1,mg/l,2720.23,mg/l,126.31,mg/l,205.81,mg/l,1629.25,mg/l,64.92,mg/l,15329.2,ug/l,976.14,ug/l
GAR000000066960,GMW000000015280,3,2024-10-07T12:00:00+02:00,0.05,mg/l,0.01,mg/l,13.02,mg/l,,,1.66,mg/l,2.29,mg/l,26.76,mg/l,1,mg/l,809.22,mg/l,67.54,mg/l,55.01,mg/l,91.17,mg/l,31.99,mg/l,2754.4,ug/l,241.94,ug/l
GAR000000064431,GMW000000050004,1,2024-10-08T06:57:36+02:00,3,mg/l,,,0.06,mg/l,,,,,0.05,mg/l,6.4,mg/l,30,mg/l,6,mg/l,0.75,mg/l,0.67,mg/l,4.4,mg/l,0.99,mg/l,10,ug/l,120,ug/l
GAR000000064433,GMW000000050004,2,2024-10-08T06:57:36+02:00,3,mg/l,,,0.06,mg/l,,,,,0.05,mg/l,13,mg/l,30,mg/l,11,mg/l,5.3,mg/l,1.2,mg/l,7.6,mg/l,0.89,mg/l,840,ug/l,84,ug/l
GAR000000064412,GMW000000038649,1,2024-10-08T09:21:36+02:00,25.09,mg/l,0.01,mg/l,0.1,mg/l,,,0.01,mg/l,0.03,mg/l,17.79,mg/l,33.84,mg/l,6.28,mg/l,27.51,mg/l,11.42,mg/l,8.45,mg/l,3.86,mg/l,20,ug/l,1989.7,ug/l
GAR000000064414,GMW000000038649,3,2024-10-08T09:21:36+02:00,3,mg/l,,,0.77,mg/l,,,,,0.05,mg/l,15,mg/l,49,mg/l,6,mg/l,11,mg/l,3.1,mg/l,15,mg/l,1.2,mg/l,5800,ug/l,270,ug/l
GAR000000066922,GMW000000015283,1,2024-10-08T12:00:00+02:00,0.15,mg/l,0.01,mg/l,0.17,mg/l,,,0.01,mg/l,0.05,mg/l,102.77,mg/l,7.38,mg/l,14.15,mg/l,3.33,mg/l,5.9,mg/l,58.24,mg/l,3.86,mg/l,1322.06,ug/l,60.64,ug/l
GAR000000066901,GMW000000015427,1,2024-10-08T12:00:00+02:00,0.05,mg/l,0.01,mg/l,0.04,mg/l,,,0.07,mg/l,0.09,mg/l,26.18,mg/l,4.81,mg/l,9.82,mg/l,1.06,mg/l,1.78,mg/l,14.7,mg/l,0.96,mg/l,1365.06,ug/l,16.77,ug/l
GAR000000064428,GMW000000038672,1,2024-10-09T06:43:12+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000064434,GMW000000049993,1,2024-10-09T09:21:36+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000064436,GMW000000049993,2,2024-10-09T09:21:36+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000066924,GMW000000015157,1,2024-10-09T12:00:00+02:00,0.28,mg/l,0.01,mg/l,0.19,mg/l,,,0.08,mg/l,0.14,mg/l,74.13,mg/l,14.66,mg/l,26.9,mg/l,10.54,mg/l,5.2,mg/l,38.93,mg/l,1.75,mg/l,2013.39,ug/l,48.29,ug/l
GAR000000066928,GMW000000015406,2,2024-10-09T12:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000064782,GMW000000017613,1,2024-10-09T12:00:00+02:00,0.15,mg/l,0.01,mg/l,16.71,mg/l,,,0.05,mg/l,3.18,mg/l,42.85,mg/l,1,mg/l,738.83,mg/l,124.52,mg/l,54.04,mg/l,22.44,mg/l,17.48,mg/l,12856.49,ug/l,1867.39,ug/l
GAR000000064784,GMW000000017613,4,2024-10-09T12:00:00+02:00,0.22,mg/l,0.01,mg/l,14.28,mg/l,,,0.04,mg/l,3.62,mg/l,109.22,mg/l,1,mg/l,956.11,mg/l,115.87,mg/l,72.54,mg/l,110.86,mg/l,28.65,mg/l,21839.9,ug/l,787.65,ug/l
GAR000000064664,GMW000000038634,2,2024-10-09T12:00:00+02:00,0.1,mg/l,0.01,mg/l,0.95,mg/l,,,0.02,mg/l,0.13,mg/l,10.17,mg/l,16.84,mg/l,25.55,mg/l,0.9,mg/l,1.37,mg/l,10.17,mg/l,1.25,mg/l,13968.87,ug/l,58.58,ug/l
GAR000000064459,GMW000000038780,1,2024-10-10T06:57:36+02:00,0.05,mg/l,0.01,mg/l,0.09,mg/l,,,0.01,mg/l,0.12,mg/l,6.34,mg/l,40.8,mg/l,249.24,mg/l,81,mg/l,5.59,mg/l,13.92,mg/l,5.41,mg/l,2917.05,ug/l,423.97,ug/l
GAR000000064461,GMW000000038780,3,2024-10-10T06:57:36+02:00,3,mg/l,,,2.9,mg/l,,,,,0.16,mg/l,100,mg/l,40,mg/l,437,mg/l,160,mg/l,13,mg/l,47,mg/l,2.7,mg/l,12000,ug/l,590,ug/l
GAR000000064402,GMW000000050003,1,2024-10-10T09:50:24+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000066906,GMW000000015191,2,2024-10-10T12:00:00+02:00,0.2,mg/l,0.01,mg/l,45.81,mg/l,,,4.93,mg/l,6.72,mg/l,242.7,mg/l,1,mg/l,1180.53,mg/l,46.11,mg/l,63.92,mg/l,354.03,mg/l,56.27,mg/l,3573.62,ug/l,296.12,ug/l
GAR000000066925,GMW000000034025,1,2024-10-10T12:00:00+02:00,0.16,mg/l,0.01,mg/l,1.26,mg/l,,,0.07,mg/l,0.39,mg/l,69.42,mg/l,1,mg/l,343.12,mg/l,110.32,mg/l,6.49,mg/l,35.3,mg/l,1.64,mg/l,3729.05,ug/l,132.9,ug/l
GAR000000064667,GMW000000046940,3,2024-10-10T12:00:00+02:00,0.05,mg/l,0.01,mg/l,0.83,mg/l,,,0.01,mg/l,0.3,mg/l,541.47,mg/l,1,mg/l,291.94,mg/l,285.63,mg/l,21.34,mg/l,83.1,mg/l,1.69,mg/l,31692.99,ug/l,706.3,ug/l
GAR000000064928,GMW000000017657,1,2024-10-11T12:00:00+02:00,0.14,mg/l,0.01,mg/l,45.93,mg/l,,,0.01,mg/l,1.54,mg/l,595.72,mg/l,1,mg/l,861.01,mg/l,57.81,mg/l,38.16,mg/l,535.64,mg/l,16.36,mg/l,9463.43,ug/l,1164.3,ug/l
GAR000000064942,GMW000000017657,2,2024-10-11T12:00:00+02:00,0.22,mg/l,0.01,mg/l,16.91,mg/l,,,0.01,mg/l,1.13,mg/l,63.89,mg/l,1,mg/l,496.96,mg/l,131.98,mg/l,10.83,mg/l,21.24,mg/l,1.5,mg/l,13988.98,ug/l,1200.07,ug/l
GAR000000066933,GMW000000034118,1,2024-10-11T12:00:00+02:00,0.05,mg/l,0.01,mg/l,16.32,mg/l,,,2.12,mg/l,3.09,mg/l,90.3,mg/l,1,mg/l,618.9,mg/l,82.6,mg/l,62.83,mg/l,32.41,mg/l,33.27,mg/l,2353.49,ug/l,881.56,ug/l
GAR000000064926,GMW000000038630,1,2024-10-11T12:00:00+02:00,0.05,mg/l,0.01,mg/l,14.37,mg/l,,,0.01,mg/l,0.76,mg/l,578.46,mg/l,1,mg/l,612.8,mg/l,241.61,mg/l,26.81,mg/l,235.01,mg/l,2.58,mg/l,21950.48,ug/l,3655.82,ug/l
GAR000000066931,GMW000000038801,1,2024-10-11T12:00:00+02:00,0.05,mg/l,0.01,mg/l,10.55,mg/l,,,3.1,mg/l,3.27,mg/l,204.48,mg/l,1,mg/l,604.81,mg/l,39.79,mg/l,36.96,mg/l,195.04,mg/l,36.57,mg/l,20,ug/l,34.08,ug/l
GAR000000064675,GMW000000041678,2,2024-10-11T12:00:00+02:00,0.24,mg/l,0.01,mg/l,4.05,mg/l,,,0.01,mg/l,0.43,mg/l,20.83,mg/l,1,mg/l,458.59,mg/l,125.09,mg/l,10.25,mg/l,13.92,mg/l,1.43,mg/l,11319.25,ug/l,363.42,ug/l
GAR000000064703,GMW000000041678,4,2024-10-11T12:00:00+02:00,0.22,mg/l,0.01,mg/l,7.89,mg/l,,,0.01,mg/l,0.3,mg/l,2469.79,mg/l,42.67,mg/l,657.15,mg/l,543.9,mg/l,86.85,mg/l,1167.78,mg/l,7.69,mg/l,23519.08,ug/l,673.59,ug/l
GAR000000064705,GMW000000041678,6,2024-10-11T12:00:00+02:00,0.05,mg/l,0.01,mg/l,3.31,mg/l,,,0.01,mg/l,0.21,mg/l,298.76,mg/l,1,mg/l,469.88,mg/l,180.3,mg/l,37.1,mg/l,78.49,mg/l,8.74,mg/l,3812.47,ug/l,139.09,ug/l
GAR000000064707,GMW000000083478,1,2024-10-11T12:00:00+02:00,0.2,mg/l,0.01,mg/l,6.69,mg/l,,,0.01,mg/l,0.19,mg/l,24.18,mg/l,1,mg/l,329.03,mg/l,64.9,mg/l,12.39,mg/l,15.91,mg/l,2.79,mg/l,27934.24,ug/l,565.44,ug/l
GAR000000066956,GMW000000015158,1,2024-10-14T12:00:00+02:00,0.21,mg/l,0.01,mg/l,4.63,mg/l,,,1.26,mg/l,1.26,mg/l,126.45,mg/l,113.62,mg/l,601.82,mg/l,137.27,mg/l,37.07,mg/l,82.77,mg/l,14.74,mg/l,40,ug/l,1165.04,ug/l
GAR000000066958,GMW000000015399,1,2024-10-14T12:00:00+02:00,0.07,mg/l,0.01,mg/l,58.31,mg/l,,,3.88,mg/l,6.79,mg/l,1412.93,mg/l,1,mg/l,1276.85,mg/l,311.22,mg/l,211.47,mg/l,454.36,mg/l,78.19,mg/l,5795.26,ug/l,2707.55,ug/l
GAR000000064862,GMW000000017646,4,2024-10-14T12:00:00+02:00,0.05,mg/l,0.01,mg/l,5.64,mg/l,,,1.66,mg/l,1.91,mg/l,290.86,mg/l,57.73,mg/l,275.29,mg/l,87.03,mg/l,20.22,mg/l,162.58,mg/l,8.72,mg/l,1535.89,ug/l,529.41,ug/l
GAR000000064731,GMW000000041714,3,2024-10-14T12:00:00+02:00,0.11,mg/l,0.01,mg/l,3.36,mg/l,,,0.01,mg/l,1.16,mg/l,52.76,mg/l,1,mg/l,403.82,mg/l,110.98,mg/l,11.54,mg/l,18.85,mg/l,4.16,mg/l,7287.67,ug/l,278.15,ug/l
GAR000000064725,GMW000000083470,2,2024-10-14T12:00:00+02:00,0.07,mg/l,0.01,mg/l,1.4,mg/l,,,0.01,mg/l,0.43,mg/l,28.38,mg/l,1,mg/l,304.69,mg/l,89.52,mg/l,5.4,mg/l,15.77,mg/l,1.52,mg/l,9661.85,ug/l,377.67,ug/l
GAR000000064399,GMW000000038594,1,2024-10-15T06:43:12+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000064401,GMW000000038594,3,2024-10-15T06:43:12+02:00,3,mg/l,,,0.42,mg/l,,,,,0.05,mg/l,22,mg/l,120,mg/l,410,mg/l,170,mg/l,15,mg/l,11,mg/l,3.3,mg/l,7900,ug/l,1200,ug/l
GAR000000064292,GMW000000038624,1,2024-10-15T10:04:48+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000064294,GMW000000038624,3,2024-10-15T10:04:48+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000065338,GMW000000011585,1,2024-10-15T12:00:00+02:00,0.05,mg/l,0.01,mg/l,2.51,mg/l,,,0.01,mg/l,0.37,mg/l,172.33,mg/l,85.21,mg/l,661.78,mg/l,155.59,mg/l,32.92,mg/l,125.61,mg/l,12.53,mg/l,15022.11,ug/l,1186.98,ug/l
GAR000000065312,GMW000000011599,2,2024-10-15T12:00:00+02:00,0.05,mg/l,0.01,mg/l,5.49,mg/l,,,0.01,mg/l,0.29,mg/l,1086.37,mg/l,1,mg/l,599.38,mg/l,237.97,mg/l,42.25,mg/l,515.57,mg/l,10.29,mg/l,17274.89,ug/l,730.08,ug/l
GAR000000065310,GMW000000011611,3,2024-10-15T12:00:00+02:00,0.05,mg/l,0.01,mg/l,5.43,mg/l,,,0.01,mg/l,0.34,mg/l,3266.14,mg/l,73.54,mg/l,716.81,mg/l,228.52,mg/l,176.59,mg/l,1884.68,mg/l,44.9,mg/l,5090.37,ug/l,425.92,ug/l
GAR000000066946,GMW000000015178,1,2024-10-15T12:00:00+02:00,0.05,mg/l,0.01,mg/l,8.55,mg/l,,,5.23,mg/l,4.13,mg/l,295.5,mg/l,6.22,mg/l,860.16,mg/l,39.43,mg/l,37.23,mg/l,369.54,mg/l,23.86,mg/l,402.36,ug/l,118.97,ug/l
GAR000000064880,GMW000000017650,4,2024-10-15T12:00:00+02:00,0.05,mg/l,0.01,mg/l,11.37,mg/l,,,0.33,mg/l,2.55,mg/l,1013.83,mg/l,1,mg/l,936.41,mg/l,121.47,mg/l,69.91,mg/l,720.75,mg/l,23.17,mg/l,6600.28,ug/l,343.27,ug/l
GAR000000066937,GMW000000034176,2,2024-10-15T12:00:00+02:00,0.05,mg/l,0.01,mg/l,8.81,mg/l,,,2.52,mg/l,2.59,mg/l,40.96,mg/l,1,mg/l,486.17,mg/l,27.62,mg/l,48.85,mg/l,47.96,mg/l,32.81,mg/l,781.52,ug/l,335.53,ug/l
GAR000000065326,GMW000000037740,1,2024-10-15T12:00:00+02:00,0.05,mg/l,0.01,mg/l,0.54,mg/l,,,0.01,mg/l,0.33,mg/l,108.19,mg/l,310.29,mg/l,558.39,mg/l,255.58,mg/l,32.43,mg/l,57.73,mg/l,8.46,mg/l,9821.29,ug/l,883.57,ug/l
GAR000000064739,GMW000000041740,3,2024-10-15T12:00:00+02:00,0.05,mg/l,0.01,mg/l,1.27,mg/l,,,0.01,mg/l,0.3,mg/l,22.89,mg/l,5.89,mg/l,284.56,mg/l,83.78,mg/l,6.21,mg/l,14.4,mg/l,1.77,mg/l,11134.14,ug/l,275.23,ug/l
GAR000000064735,GMW000000048846,2,2024-10-15T12:00:00+02:00,0.05,mg/l,0.01,mg/l,0.87,mg/l,,,0.01,mg/l,0.33,mg/l,19.21,mg/l,1,mg/l,423.34,mg/l,116.7,mg/l,9.54,mg/l,13.36,mg/l,1.68,mg/l,9844.15,ug/l,312.37,ug/l
GAR000000064478,GMW000000050006,1,2024-10-16T06:57:36+02:00,5.15,mg/l,0.01,mg/l,0.02,mg/l,,,0.01,mg/l,0.06,mg/l,10.54,mg/l,20.08,mg/l,5,mg/l,10.68,mg/l,0.74,mg/l,10.37,mg/l,2.41,mg/l,20,ug/l,34.44,ug/l
GAR000000064480,GMW000000050006,2,2024-10-16T06:57:36+02:00,10.93,mg/l,0.01,mg/l,0.02,mg/l,,,0.01,mg/l,0.08,mg/l,18.23,mg/l,27.86,mg/l,59.23,mg/l,35.52,mg/l,3.84,mg/l,9.98,mg/l,11.9,mg/l,20,ug/l,182.73,ug/l
GAR000000064482,GMW000000050006,3,2024-10-16T06:57:36+02:00,0.3,mg/l,0.01,mg/l,0.79,mg/l,,,0.01,mg/l,0.4,mg/l,28.05,mg/l,82.39,mg/l,253.69,mg/l,86.7,mg/l,5.66,mg/l,23.3,mg/l,2.22,mg/l,20459.35,ug/l,629.84,ug/l
GAR000000065334,GMW000000011592,2,2024-10-16T12:00:00+02:00,0.21,mg/l,0.01,mg/l,2.81,mg/l,,,0.01,mg/l,0.29,mg/l,354.28,mg/l,1.33,mg/l,436.27,mg/l,199.83,mg/l,16.59,mg/l,113.97,mg/l,2.04,mg/l,19618.19,ug/l,666.75,ug/l
GAR000000067010,GMW000000015376,1,2024-10-16T12:00:00+02:00,0.67,mg/l,0.01,mg/l,17.8,mg/l,,,1.82,mg/l,1.9,mg/l,227.85,mg/l,122,mg/l,847.22,mg/l,151.26,mg/l,69.92,mg/l,157.5,mg/l,21.33,mg/l,75.04,ug/l,551.77,ug/l
GAR000000067017,GMW000000034105,1,2024-10-16T12:00:00+02:00,0.05,mg/l,0.01,mg/l,0.78,mg/l,,,0.47,mg/l,0.53,mg/l,98.18,mg/l,1,mg/l,245.22,mg/l,66.3,mg/l,9.09,mg/l,50.69,mg/l,8.71,mg/l,236.01,ug/l,479.28,ug/l
GAR000000065336,GMW000000037681,1,2024-10-16T12:00:00+02:00,0.05,mg/l,0.01,mg/l,10.86,mg/l,,,0.01,mg/l,1.45,mg/l,1035.41,mg/l,1,mg/l,692.71,mg/l,178.15,mg/l,46.07,mg/l,580.37,mg/l,7.05,mg/l,33764.52,ug/l,1770.41,ug/l
GAR000000065330,GMW000000037699,1,2024-10-16T12:00:00+02:00,0.05,mg/l,0.01,mg/l,2.71,mg/l,,,0.01,mg/l,0.3,mg/l,100.08,mg/l,1,mg/l,366.36,mg/l,134.25,mg/l,9.69,mg/l,18.58,mg/l,2.09,mg/l,11540.35,ug/l,517.47,ug/l
GAR000000064466,GMW000000049991,1,2024-10-17T06:57:36+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000064468,GMW000000049991,2,2024-10-17T06:57:36+02:00,4.23,mg/l,0.01,mg/l,0.02,mg/l,,,0.01,mg/l,0.08,mg/l,3.35,mg/l,8.93,mg/l,40.99,mg/l,16.12,mg/l,2.78,mg/l,3.48,mg/l,1.55,mg/l,20,ug/l,2.92,ug/l
GAR000000064470,GMW000000049991,4,2024-10-17T06:57:36+02:00,0.05,mg/l,0.01,mg/l,1.47,mg/l,,,0.01,mg/l,0.35,mg/l,24.11,mg/l,126.05,mg/l,187.81,mg/l,86.41,mg/l,11.21,mg/l,16.98,mg/l,1.1,mg/l,7334.93,ug/l,544.02,ug/l
